author,comment,timestamp,like_count,tipe_produk,brand,segment,release_date
@MicoDub-lr3ou,Hape mahal jelek.  Buka. Android juga.  Enak android bisa nuat nuyul hapemya 😅,2024-11-16T08:06:45Z,0,Huawei Pura 70 Ultra,Huawei,Flagship,"April 18, 2024"
@anggerbaguswicaksono4406,Kak aku pengen punya hp bagus gitu. Tapi tidak pernah kesampaian. Kalo kakaknya bosen aku mau di kasih bekasnya,2024-11-13T21:04:53Z,0,Huawei Pura 70 Ultra,Huawei,Flagship,"April 18, 2024"
@Audriana-em3zi,kalo video mah mending i phone atau samsung memang,2024-11-13T02:39:25Z,0,Huawei Pura 70 Ultra,Huawei,Flagship,"April 18, 2024"
@devilbaldbull,Kapan yah yg resmi indo,2024-11-12T13:11:06Z,0,Huawei Pura 70 Ultra,Huawei,Flagship,"April 18, 2024"
@hanabipoi7026,Malah pada ngumpul😅,2024-11-09T07:28:12Z,0,Huawei Pura 70 Ultra,Huawei,Flagship,"April 18, 2024"
@maelatulazizah965,Huawei pura 70 ultra belinya dimana? Keknya jarang yah di Indonesia ada,2024-11-08T16:43:00Z,0,Huawei Pura 70 Ultra,Huawei,Flagship,"April 18, 2024"
@F.I.R.M.A.N,Sekalian dong bandingkan dengan kamera sony...,2024-11-07T18:19:17Z,0,Huawei Pura 70 Ultra,Huawei,Flagship,"April 18, 2024"
@Gembosmu,Pengen bang tpi gk punya duit,2024-11-07T07:20:20Z,0,Huawei Pura 70 Ultra,Huawei,Flagship,"April 18, 2024"
@soenarno_clax.chenel9141,Baru bisa p40 pro.,2024-11-06T15:51:43Z,0,Huawei Pura 70 Ultra,Huawei,Flagship,"April 18, 2024"
@jamaludin6973,Gila microphone iphone 😂.,2024-11-06T15:25:37Z,0,Huawei Pura 70 Ultra,Huawei,Flagship,"April 18, 2024"
@IsmailMail-le8qv,no 1 tetap terbaik samsung J1 ace,2024-11-06T13:36:29Z,0,Huawei Pura 70 Ultra,Huawei,Flagship,"April 18, 2024"
@fadlihugos,ck,2024-11-06T07:15:42Z,0,Huawei Pura 70 Ultra,Huawei,Flagship,"April 18, 2024"
@bxrxxy,pura70 rasa pura2x,2024-11-04T07:15:39Z,0,Huawei Pura 70 Ultra,Huawei,Flagship,"April 18, 2024"
@naonbujang2622,samsung si juara kameranya,2024-11-02T04:17:02Z,0,Huawei Pura 70 Ultra,Huawei,Flagship,"April 18, 2024"
@Dancow_03,kata-kata nya bang David enak banget di telinga+dihati😊 “kembalianya simpen aja” good job Bang David semoga makin sukses dan melesat maju lebih jauh lagi🙏🏻,2024-11-01T10:20:59Z,0,Huawei Pura 70 Ultra,Huawei,Flagship,"April 18, 2024"
@MrMajid9460,User P40 pro dari awal rilis sampe skrg di pake ngojol layar jd ijo semua. Minta info dong yg tau link oled untuk p40 pro,2024-11-01T05:53:15Z,0,Huawei Pura 70 Ultra,Huawei,Flagship,"April 18, 2024"
@Asrian0801,Intinya Huawei dipersulit amerika karena produk nya terlalu bagus,2024-10-30T12:27:54Z,0,Huawei Pura 70 Ultra,Huawei,Flagship,"April 18, 2024"
@guzyblack,microphone samsung no debat,2024-10-29T09:05:53Z,0,Huawei Pura 70 Ultra,Huawei,Flagship,"April 18, 2024"
@ilhamyarachman1163,"12:34 Sorry bang, dari (dulu) Huawei bahkan Subbrand Honor selalu pakek chipset Kirin yang mana In house development-nya.",2024-10-29T07:37:44Z,0,Huawei Pura 70 Ultra,Huawei,Flagship,"April 18, 2024"
@im_am,Kurirnya itu iqbal kan🗿🗿🗿,2024-10-28T04:31:39Z,0,Huawei Pura 70 Ultra,Huawei,Flagship,"April 18, 2024"
@Cak_Agung_OPPICIAL,16:17 redmi not 11 pro - redmi not 11 pro 5g😂,2024-10-27T09:09:15Z,0,Huawei Pura 70 Ultra,Huawei,Flagship,"April 18, 2024"
@DanarDifinubun-r4n,Samsung kamera keren sii bang,2024-10-27T06:53:56Z,0,Huawei Pura 70 Ultra,Huawei,Flagship,"April 18, 2024"
@ArmanManto-ks7ql,Alasan huawei di jegal AS knp ya,2024-10-27T05:12:32Z,0,Huawei Pura 70 Ultra,Huawei,Flagship,"April 18, 2024"
@adisr2435,"OVERPRICE SEMUA HP HP BEKAS NYA AJA SOK MAHAL SEMUA. 

Design nya JELEK NAMANYA ANEH",2024-10-27T01:08:29Z,0,Huawei Pura 70 Ultra,Huawei,Flagship,"April 18, 2024"
@Feris.E,"Akhirnya... Setelah sekian lama gak pernah merasakan begitu pengennya sama smartphone..Terkahir pernah sangat2 ngiler itu pas jaman Lumia 950 dan P30 pro. Desainnya, fitur nya, hardware nya, software nya... Benar2 masterpiece. Bukan cuma smartphone yg unggul di satu sisi dan mengorbankan sisi2 yg lain. Anyway, Lumia 950 sudah dilelang ke rekan penggemar fotografer karena unsur nostalgia. Tapi P30 pro masih ada dan masih mulus berfungsi normal. Layar masih cling, kamera masih sangat mumpuni, bodi masih mulus, hardware belum pernah servis atau bongkar, batre masih bertahan seharian pemakaian normal, cuma software aja yg udah mulai ngap2 an karena gak ada update. 😁",2024-10-26T05:19:38Z,0,Huawei Pura 70 Ultra,Huawei,Flagship,"April 18, 2024"
@azizcreative97,Kualitas mic sih HUAWEI boleh juga minim noise,2024-10-26T04:10:02Z,0,Huawei Pura 70 Ultra,Huawei,Flagship,"April 18, 2024"
@sufianto8603,"Expectasi saya terlalu tinggi utk hasil kameranya,, ternyata masih lebih bagus vivo v30😂😂😂",2024-10-25T10:40:38Z,0,Huawei Pura 70 Ultra,Huawei,Flagship,"April 18, 2024"
@sandiaris-y1q,16:18,2024-10-25T04:34:15Z,0,Huawei Pura 70 Ultra,Huawei,Flagship,"April 18, 2024"
@BuyungJafar,Samsung good 🎉,2024-10-24T06:52:20Z,0,Huawei Pura 70 Ultra,Huawei,Flagship,"April 18, 2024"
@YogaWidianto-v2j,Gila emang huawei.... biarpun di gembosin  dmn mn oleh mamarika cs...tp ttp maju....dan produk produknya bkn kaleng kaleng....,2024-10-23T01:16:25Z,0,Huawei Pura 70 Ultra,Huawei,Flagship,"April 18, 2024"
@Thedevildark999,"saya liat di review lain ya, vivo x100 ultra, xiaomi 14 ultra dan huawei pura ini, JELEK BNGET HASIL HUAWEI YG PURA INI😂😂😂😂",2024-10-22T16:08:44Z,0,Huawei Pura 70 Ultra,Huawei,Flagship,"April 18, 2024"
@abbebudiman4349,Sudah nongkrong di sertifikat postel....kyknya akhir taun paling telat awal tahun depan ..mulai dijual resmi di Indonesia,2024-10-21T04:03:10Z,0,Huawei Pura 70 Ultra,Huawei,Flagship,"April 18, 2024"
@Taskiman,Lagian untuk aplikasi asia sebagian besar audah mendukung Huawei kan?,2024-10-18T11:33:08Z,0,Huawei Pura 70 Ultra,Huawei,Flagship,"April 18, 2024"
@MasOne88,katanya kamera terbaik tp kok paling jelek  itu huawei?,2024-10-17T08:37:39Z,1,Huawei Pura 70 Ultra,Huawei,Flagship,"April 18, 2024"
@mahfudalfarizi5562,Kamira terbaik samsung ultra,2024-10-16T16:50:39Z,0,Huawei Pura 70 Ultra,Huawei,Flagship,"April 18, 2024"
@ErikaYulieyanti,Huhuhudulu paling suka hp hwaweiii,2024-10-16T13:32:45Z,0,Huawei Pura 70 Ultra,Huawei,Flagship,"April 18, 2024"
@aldymusk,Logo picsart,2024-10-16T05:10:07Z,0,Huawei Pura 70 Ultra,Huawei,Flagship,"April 18, 2024"
@RonkzGradienceHarmony,saya nonton video ini pakai huawei p9 lite (kirin 650) lancar no lag.,2024-10-15T11:53:51Z,0,Huawei Pura 70 Ultra,Huawei,Flagship,"April 18, 2024"
@sensei7229,bang gw saranin kalo review hp coba main carX street juga,2024-10-15T05:43:14Z,0,Huawei Pura 70 Ultra,Huawei,Flagship,"April 18, 2024"
@jemssony8737,Ngeliat Hasil Kamera Samsung jadi kangen Kamera SONY,2024-10-13T13:32:58Z,0,Huawei Pura 70 Ultra,Huawei,Flagship,"April 18, 2024"
@MilaYushi,"Definisi camera iphone , battery Samsung . Minus google, yg kalo zaman sekarang apa-apa google, jadi pikir panjang dulu,apalagi pihak ketiga ga menjamin keamanan nya.",2024-10-13T03:47:33Z,0,Huawei Pura 70 Ultra,Huawei,Flagship,"April 18, 2024"
@harryn4405,"kamera samsung , audio rekaman iphone  , huawei msti kalah",2024-10-11T16:39:04Z,0,Huawei Pura 70 Ultra,Huawei,Flagship,"April 18, 2024"
@cutenktok1847,dari 3 hp tadi. kameranya. bagusan sony xperia pro i,2024-10-11T06:12:55Z,0,Huawei Pura 70 Ultra,Huawei,Flagship,"April 18, 2024"
@chanel_sobat_damai,P,2024-10-09T16:11:28Z,1,Huawei Pura 70 Ultra,Huawei,Flagship,"April 18, 2024"
@Edi84257,"14:31
Huawei X100
Vivo kali bgbro😅",2024-10-09T09:02:40Z,0,Huawei Pura 70 Ultra,Huawei,Flagship,"April 18, 2024"
@abdi-z9x,"Itu ip brpa bang? Stabil bgt videonya, pengen msukin kranjang dlu, nunggu punya gw laku, mau upgrade bingung keseri yg mna",2024-10-08T22:23:38Z,0,Huawei Pura 70 Ultra,Huawei,Flagship,"April 18, 2024"
@NinikSusanti-qy9cv,Kalo beli dimana ko David,2024-10-08T09:21:12Z,0,Huawei Pura 70 Ultra,Huawei,Flagship,"April 18, 2024"
@yyyalmunzir6691,Setidaknya 1 video ini kemungkinan udah balik modal setelah beli hp ini bang,2024-10-08T04:57:15Z,0,Huawei Pura 70 Ultra,Huawei,Flagship,"April 18, 2024"
@danielpriasederhana1826,Bang sesekali bagi² link dong untuk web² tepercaya beli hp online,2024-10-08T04:50:33Z,0,Huawei Pura 70 Ultra,Huawei,Flagship,"April 18, 2024"
@oka87hardiyanto,"aq tetep suka brand smartphone iphone dan Google pixel lainya itu kurang puas,,hehehe paling gak iyh iphone 16 pro atau Google Pixel 9 pro XL",2024-10-07T22:09:47Z,0,Huawei Pura 70 Ultra,Huawei,Flagship,"April 18, 2024"
@bibiw_siaran26,Wkwkkw samsung tetap terbaik yak 😂😂🤣🤣,2024-10-07T15:54:58Z,0,Huawei Pura 70 Ultra,Huawei,Flagship,"April 18, 2024"
@MisnayaSahur-o6i,Kamera huawei mate 30 pro aja udah wah aplgi ini,2024-10-07T01:50:17Z,0,Huawei Pura 70 Ultra,Huawei,Flagship,"April 18, 2024"
@RadenArloji-m5j,Brand terkuat di bumi..sy punya huawei p10 dri 2017 masih awet njir baterainya...no drop no drop...untung masih pke google play store wkwkw,2024-10-06T23:57:11Z,0,Huawei Pura 70 Ultra,Huawei,Flagship,"April 18, 2024"
@alizainalabidin-y5e,Gue tetep Samsung si,2024-10-06T16:12:17Z,0,Huawei Pura 70 Ultra,Huawei,Flagship,"April 18, 2024"
@hadisrosulsalam7917,"bang barusan gua buka tiktok dan ada live yang jual hp dengan nama hp P70, tapi pas dia buka setting, setinggan nya punya vivo disitu gua langsung komen ""hp refubis ini bro setinggan punya vivo"" seketika langsung di bisukan komentar gua, gabisa komen lagi wkwk😂😂 ati"" buat kalian klo nemu hp gada merek nya cuma ada seri nya doang, hati""",2024-10-06T01:10:27Z,1,Huawei Pura 70 Ultra,Huawei,Flagship,"April 18, 2024"
@diazzjanuar125,Ngiklannya the next level sih ini❤🎉,2024-10-05T07:35:04Z,0,Huawei Pura 70 Ultra,Huawei,Flagship,"April 18, 2024"
@AlFajri-ro9ln,Bang huawei bisa main GTA San Andreas sama Mobile Legend nggak bang??,2024-10-04T13:56:37Z,0,Huawei Pura 70 Ultra,Huawei,Flagship,"April 18, 2024"
@susikdidi,MASIH HYPE BANGG LAGU SAFE AND SOUND SAMA BANG WINDAH,2024-10-04T08:51:51Z,0,Huawei Pura 70 Ultra,Huawei,Flagship,"April 18, 2024"
@amirulmuktamar975,Tes masukin kartu 5 g cba bang,2024-10-02T12:15:14Z,0,Huawei Pura 70 Ultra,Huawei,Flagship,"April 18, 2024"
@audricferrell9278,"Buat video enak iphone ya, suaranya lebih jelas dan jernih, kalo foto aja lebih bagus samsung",2024-10-01T07:04:45Z,0,Huawei Pura 70 Ultra,Huawei,Flagship,"April 18, 2024"
@irfansagai1984,Kembaliannya disuruh simpan bakal disimpan ga ya😊,2024-09-30T12:41:23Z,0,Huawei Pura 70 Ultra,Huawei,Flagship,"April 18, 2024"
@tonydharmawan4706,Servis center ada gk ya di indonesia,2024-09-30T03:13:36Z,0,Huawei Pura 70 Ultra,Huawei,Flagship,"April 18, 2024"
@galangcahyasandika1459,Bang david coba review huawei mate xt yang lipat 3 itu,2024-09-28T19:15:37Z,0,Huawei Pura 70 Ultra,Huawei,Flagship,"April 18, 2024"
@bosskuladde7237,"Bang, sy mau belli hp itu di tiktok, tapi syaa taku aja, takutnya gak sesuai,, tapi setalah liat video abang, saya mulai percaya, tapi yg syaa mau tanya, itu benar bagus untuk game, gak lek-lek yaa,, mohon di bals ya bnag cht syaa😊",2024-09-28T02:17:00Z,0,Huawei Pura 70 Ultra,Huawei,Flagship,"April 18, 2024"
@mansmetoo,Lencana lencana... 😂,2024-09-27T05:02:59Z,0,Huawei Pura 70 Ultra,Huawei,Flagship,"April 18, 2024"
@SupratoSuprato-j3u,Lebar layar berapa inci bos,2024-09-26T12:16:40Z,0,Huawei Pura 70 Ultra,Huawei,Flagship,"April 18, 2024"
@andykapratama389,Amerika adalah negara paling ribet,2024-09-25T04:20:59Z,0,Huawei Pura 70 Ultra,Huawei,Flagship,"April 18, 2024"
@DirimupandaimenyakitiNamuntaks,bikin ambisi buat belinya bang,2024-09-24T03:40:21Z,0,Huawei Pura 70 Ultra,Huawei,Flagship,"April 18, 2024"
@rian9050,"Sy pakai huawei dr jaman P9 sampe skrng mentok dulu di mate 30 pro 5g beli dr 2019 sampe skrng masih sangat kepake, Os udh dipindah ke harmony dr thn 2020an. Sempet sedih bbrp th pake hp ini, skrng alhamdulillah udh lengkap smua : udh bisa google notif ga delay dan 5g telkomsel ngebut, kamera smooth ultrawide 4k 60fps",2024-09-23T17:10:05Z,0,Huawei Pura 70 Ultra,Huawei,Flagship,"April 18, 2024"
@habibiskandar2204,samsung sedep bngt look hasil kameranya aslii,2024-09-22T16:19:07Z,0,Huawei Pura 70 Ultra,Huawei,Flagship,"April 18, 2024"
