author,comment,timestamp,like_count,tipe_produk,brand,segment,release_date
@awan123Surya,Owww ip 17 omg😱🫡👍,2024-11-15T12:30:17Z,0,iPhone 17,Apple,Flagship,"September 9, 2025"
@DungHoang-iw3wt,Iphone co màn hình như vậy tôi sẽ mua,2024-11-12T08:20:57Z,0,iPhone 17,Apple,Flagship,"September 9, 2025"
@temkatemuulen9271,Hi iphone 17 pro max buy money,2024-11-11T01:38:23Z,0,iPhone 17,Apple,Flagship,"September 9, 2025"
@addxibbs6797,Fuck this man i just got the new 16 pro max and now y’all releasing this shit 😭😭😭,2024-11-10T07:32:20Z,0,iPhone 17,Apple,Flagship,"September 9, 2025"
@asrafultech2975,I phone ka Simpl fanda hai Zindagi bhar camera ke saath hi khelega😂,2024-11-10T06:16:15Z,0,iPhone 17,Apple,Flagship,"September 9, 2025"
@AnaSophiaMeloMedina,I’m going back to android😭,2024-11-09T21:40:00Z,0,iPhone 17,Apple,Flagship,"September 9, 2025"
@RoeurngRaTabS,Love ❤️ So Much !!! ❤️🙏🏻❤️,2024-11-08T11:23:50Z,0,iPhone 17,Apple,Flagship,"September 9, 2025"
@mae14phoenix,"Apple, you don't have to reach the highest storage.what the consumers looking for?it's the BATTERY CAP.maybe if you advance to higher bat cap, i'll gamble with your too expensive price.a 100k is too much for the bat cap that is lower than midrange phones.",2024-11-07T01:21:18Z,0,iPhone 17,Apple,Flagship,"September 9, 2025"
@JahanzebQureshi,That’s just S24 plus with an iOS 18 theme pack 😂,2024-11-06T15:44:43Z,1,iPhone 17,Apple,Flagship,"September 9, 2025"
@AmaanUllah-mk6xq,Is this real???,2024-11-06T13:13:23Z,0,iPhone 17,Apple,Flagship,"September 9, 2025"
@SJHD,Introducing more clickbait trash from this shit channel,2024-11-06T06:16:23Z,0,iPhone 17,Apple,Flagship,"September 9, 2025"
@richlnacua1720,I like Samsung I can screen record while I'm chatting with my friends,2024-11-05T18:40:53Z,3,iPhone 17,Apple,Flagship,"September 9, 2025"
@mohonmia8589,Wow,2024-11-05T05:43:57Z,0,iPhone 17,Apple,Flagship,"September 9, 2025"
@Kristienwalker,So will it really be offered in Product Red? Please say yes!,2024-11-04T18:44:29Z,3,iPhone 17,Apple,Flagship,"September 9, 2025"
@dkk2675,Only 17 pro max? 17 pro has not a punch hole?,2024-11-04T06:36:32Z,1,iPhone 17,Apple,Flagship,"September 9, 2025"
@boatrightssyzurp2871,Nice video you time traveled to September 2025😂😂,2024-11-04T05:04:57Z,0,iPhone 17,Apple,Flagship,"September 9, 2025"
@Roly888T,iphone 16 just came out and now 17? so fast,2024-11-03T23:16:22Z,2,iPhone 17,Apple,Flagship,"September 9, 2025"
@aideperez9233,"Que les cambien las cámaras de atrás siempre es la misma cosa con los IPhone, they are so ghetto and boring..",2024-11-03T16:29:33Z,0,iPhone 17,Apple,Flagship,"September 9, 2025"
@sugenrao2101,What so difficult to take off the punch hole n make it in display camera,2024-11-03T14:00:25Z,1,iPhone 17,Apple,Flagship,"September 9, 2025"
@BiGsLiMe-1738,🧢🧢🧢,2024-11-03T12:13:25Z,0,iPhone 17,Apple,Flagship,"September 9, 2025"
@BiGsLiMe-1738,🧢🧢🧢,2024-11-03T12:12:54Z,0,iPhone 17,Apple,Flagship,"September 9, 2025"
@ansarimb,Do apple know this ?,2024-11-03T11:14:00Z,9,iPhone 17,Apple,Flagship,"September 9, 2025"
